post_id,hashtag
9825,#effect
8472,#wear
4674,#understand
4448,#pay
8851,#detail
4906,#former
255,#by
8622,#cold
5326,#Mrs
5391,#always
2083,#nor
2788,#standard
7692,#open
2801,#local
2096,#hair
3833,#so
7622,#food
4612,#gas
4837,#matter
7785,#baby
456,#kitchen
4392,#serious
3088,#member
7596,#realize
7869,#others
8347,#they
5549,#or
3938,#chair
7169,#weight
2481,#realize
8152,#someone
2284,#kitchen
9155,#by
7937,#sport
1574,#natural
3168,#world
8780,#imagine
2003,#economy
4581,#laugh
9204,#professor
5130,#article
6900,#author
2969,#industry
7787,#culture
1565,#air
8789,#kid
5567,#message
8656,#police
4684,#room
4300,#find
6060,#from
8990,#significant
8204,#never
5826,#take
640,#admit
2014,#speech
2345,#job
5805,#mean
1959,#report
4530,#company
6737,#open
5474,#manager
3968,#organization
9498,#investment
5465,#least
6669,#specific
6691,#on
8416,#keep
2358,#natural
648,#risk
8307,#think
2664,#traditional
2998,#floor
4215,#argue
3094,#away
271,#may
6382,#popular
1930,#speak
9152,#perhaps
4229,#such
8772,#worker
1284,#the
4004,#collection
4977,#step
5602,#eye
9732,#prepare
4700,#same
6955,#home
8957,#painting
5176,#provide
7702,#home
570,#know
4352,#ten
3605,#watch
8509,#none
2529,#national
9503,#by
2313,#firm
2853,#majority
6246,#local
8945,#civil
5150,#short
3164,#many
9947,#strong
478,#teach
6623,#occur
2237,#serious
7227,#month
956,#candidate
7678,#past
7480,#majority
7541,#purpose
4648,#whatever
1762,#material
7031,#these
6026,#toward
806,#purpose
4445,#player
441,#career
8963,#with
2486,#statement
8050,#ten
9358,#wrong
2425,#way
1085,#me
5772,#occur
5041,#we
6006,#carry
323,#outside
1784,#throw
3877,#attorney
4302,#operation
1794,#his
9403,#wide
971,#describe
2110,#group
849,#woman
548,#no
6900,#let
6665,#least
8477,#major
2830,#dog
1974,#commercial
1167,#agency
4031,#sense
4102,#cover
6421,#subject
9851,#relate
6769,#however
6725,#walk
7733,#only
6436,#only
1214,#single
3508,#light
7782,#this
1920,#value
8268,#wife
6334,#business
1984,#heart
1707,#her
6911,#hospital
2807,#month
1504,#pull
9203,#plant
8683,#heart
2405,#herself
656,#human
1308,#speech
2674,#store
424,#almost
9248,#woman
4964,#despite
1333,#moment
7465,#coach
6776,#seat
3594,#degree
4185,#right
246,#page
1835,#he
1523,#whole
7488,#take
9992,#get
5849,#because
9328,#reason
3375,#type
5371,#myself
4569,#consider
1552,#source
6579,#foot
424,#job
4001,#either
9279,#least
4238,#sure
359,#head
3452,#education
5513,#act
9738,#likely
43,#final
3331,#leader
541,#sell
8688,#catch
595,#among
8787,#into
1751,#alone
5726,#executive
5535,#trial
3547,#board
6100,#list
1798,#look
1824,#growth
4370,#old
5044,#card
4188,#turn
1133,#certain
183,#wonder
6910,#action
9652,#yet
8461,#least
1773,#alone
1995,#decide
8199,#fear
4725,#material
7853,#start
5939,#note
1823,#administration
844,#someone
1478,#bill
8676,#or
5106,#I
4322,#within
6651,#own
9011,#hard
1060,#skill
5222,#crime
4026,#you
5279,#cell
4503,#design
7064,#maintain
7206,#court
2053,#himself
9867,#accept
1291,#he
7996,#parent
5339,#little
9421,#family
2939,#treat
8886,#goal
8999,#camera
977,#certainly
7972,#change
8032,#military
4042,#people
5737,#note
9091,#current
9085,#itself
9733,#season
8460,#conference
691,#military
1894,#among
2361,#need
9773,#reach
1326,#production
7933,#save
7889,#she
8379,#start
5402,#carry
4548,#feeling
1555,#administration
2980,#onto
725,#law
5498,#mission
5490,#loss
5389,#particularly
3930,#public
1086,#bag
4082,#let
5002,#box
5151,#fine
1624,#ever
4757,#about
6807,#to
9696,#ago
1650,#child
4869,#rate
4892,#training
6468,#majority
2191,#behavior
5434,#avoid
6413,#trip
8771,#candidate
3872,#threat
48,#page
2155,#hundred
2836,#result
3844,#although
8108,#how
7195,#special
9794,#stand
9951,#purpose
219,#serious
6707,#authority
9777,#total
8297,#argue
6528,#act
2365,#describe
6313,#realize
9930,#across
8737,#difference
5330,#upon
2389,#certain
7444,#throughout
5290,#training
625,#model
4120,#hand
5854,#her
9842,#green
2853,#they
7092,#will
5807,#hard
4744,#sound
5187,#understand
3054,#middle
457,#impact
8754,#age
9891,#significant
1848,#law
6508,#never
4968,#red
51,#provide
62,#civil
6210,#cold
9441,#power
8531,#listen
4510,#single
8826,#opportunity
7763,#production
273,#might
3933,#quite
8881,#step
6143,#much
7169,#party
9364,#plant
1842,#heavy
5331,#how
7855,#from
877,#because
1537,#follow
3577,#sign
273,#daughter
9166,#process
7239,#over
9213,#professor
858,#cover
198,#officer
6693,#significant
5149,#surface
7325,#guess
7064,#fight
9934,#surface
6808,#quality
5314,#never
2172,#during
2601,#seem
5653,#should
8318,#particular
5136,#sound
2626,#writer
7556,#officer
907,#some
6453,#amount
2852,#laugh
3405,#much
4963,#meeting
1354,#until
8824,#may
2155,#put
6645,#visit
5917,#wide
5123,#attorney
7215,#local
6268,#thank
1646,#rate
9894,#north
1015,#ground
5777,#assume
7854,#evidence
9104,#apply
880,#agent
5638,#try
6775,#effect
8138,#Mr
1162,#agent
8921,#serve
4029,#right
7929,#officer
4920,#else
804,#call
9000,#camera
6133,#determine
6193,#them
2029,#why
5193,#onto
7735,#indeed
3296,#seat
3891,#before
4511,#best
6238,#point
1447,#trade
9384,#oil
1505,#herself
5581,#something
3910,#start
503,#understand
3788,#mission
6771,#various
5280,#paper
3178,#from
8584,#year
6704,#similar
5854,#easy
1120,#machine
3069,#we
3982,#position
4986,#what
129,#defense
4241,#position
8441,#at
2217,#car
9617,#sell
4603,#positive
7815,#girl
3406,#who
4861,#team
2935,#structure
9565,#about
9194,#mean
4408,#century
9701,#cause
4170,#race
2054,#remain
1252,#know
3208,#other
8752,#politics
4955,#treatment
6741,#perform
5743,#number
3787,#ground
1513,#sister
6540,#when
3209,#opportunity
9133,#forward
6073,#music
8936,#detail
832,#shoulder
174,#knowledge
4688,#I
5041,#much
2727,#star
9101,#decide
6416,#government
584,#try
6397,#final
6866,#senior
7352,#poor
5018,#dream
7725,#individual
7306,#remember
7600,#performance
381,#letter
4602,#think
6772,#door
5177,#lot
1012,#carry
3929,#little
4029,#interest
6164,#begin
6374,#us
7285,#else
5139,#purpose
543,#him
248,#issue
1524,#everybody
278,#early
5631,#learn
1927,#thank
4189,#suffer
8160,#give
7336,#indicate
6902,#plan
3252,#middle
4338,#organization
8089,#close
8809,#economic
6145,#condition
9965,#get
7338,#artist
8804,#property
2004,#keep
9215,#agent
9879,#newspaper
4632,#cultural
2754,#statement
9552,#conference
1248,#to
2165,#let
4207,#teacher
5780,#series
3676,#religious
206,#social
8003,#citizen
1601,#major
9442,#goal
7499,#effort
5515,#imagine
4463,#today
8538,#now
1626,#strong
4416,#everybody
9552,#activity
5778,#important
415,#campaign
7050,#discussion
4369,#stock
5392,#yet
4784,#dinner
9220,#among
274,#now
9966,#need
3376,#measure
9419,#sound
6125,#idea
6960,#attorney
5132,#available
8992,#scene
9734,#small
2956,#actually
5683,#apply
784,#hot
4258,#seat
9566,#house
6292,#approach
8327,#after
2586,#various
5706,#able
2640,#election
7969,#main
3654,#yard
4034,#job
9585,#ever
5521,#still
6725,#life
1690,#generation
6056,#specific
1196,#clearly
7674,#company
6475,#police
1668,#throw
6637,#building
2942,#music
1043,#trade
4374,#might
6256,#not
4072,#art
4830,#carry
5967,#good
8321,#if
3070,#trip
4231,#international
7339,#though
9711,#wall
3088,#they
4091,#should
3628,#hundred
5800,#land
5709,#law
2971,#improve
8747,#take
8998,#never
303,#music
1940,#air
2650,#its
9884,#maintain
4164,#back
2207,#suddenly
9928,#character
9943,#east
9963,#hope
7529,#market
7689,#game
2541,#manager
5720,#commercial
4219,#determine
8248,#perhaps
763,#worker
9692,#near
3816,#relate
4660,#almost
1269,#group
3153,#serious
4563,#though
3476,#determine
7387,#assume
1296,#Democrat
4421,#office
6536,#strong
6225,#religious
6561,#indicate
7634,#contain
5010,#reflect
2671,#eye
6784,#money
3189,#hotel
2221,#cause
7840,#successful
2488,#use
7987,#themselves
1895,#hospital
2277,#vote
4529,#stuff
4897,#budget
8432,#avoid
6520,#door
4805,#until
5423,#support
9531,#organization
3852,#old
3606,#deep
6632,#start
5604,#available
5835,#hot
165,#child
2105,#impact
625,#operation
7917,#red
3136,#gun
8550,#population
1489,#least
9066,#source
4585,#director
9940,#worker
2489,#only
2448,#rich
7166,#low
5951,#land
6636,#group
8771,#watch
675,#professional
3498,#fire
176,#allow
1596,#be
7002,#explain
8746,#husband
7569,#bit
1377,#so
9773,#street
4114,#music
1714,#he
1695,#especially
865,#eight
1415,#citizen
7173,#follow
4545,#notice
6527,#source
8008,#nature
8881,#thing
9695,#list
8955,#worker
3907,#red
944,#long
3912,#power
9693,#particularly
2862,#respond
6319,#ever
795,#own
9417,#score
4335,#including
6153,#explain
5179,#fact
7424,#too
752,#along
770,#parent
4125,#traditional
6147,#join
4618,#effect
7755,#knowledge
9997,#rule
2670,#trial
8524,#first
199,#space
7947,#truth
1714,#middle
6564,#fly
6912,#suffer
1379,#know
6516,#try
9402,#guess
8559,#event
6459,#sound
219,#official
5746,#member
8198,#simply
1412,#member
1579,#of
2808,#clear
3167,#avoid
7870,#face
8257,#itself
6781,#out
4225,#throw
687,#fill
1413,#under
3619,#go
1346,#form
6019,#today
7846,#might
5548,#pass
3484,#material
9397,#ready
7092,#Mr
5894,#professor
8047,#movie
9786,#well
5883,#head
6800,#administration
8546,#campaign
2333,#relationship
348,#everything
5632,#wonder
6405,#customer
4562,#case
1558,#adult
9445,#better
1505,#week
6204,#here
5775,#out
